"","Phylica.arboreae","Empetrum.rubrum","Poaceae","Cyperaceae","Rumex","Umbelliferae","Nertera","Callitriche.critanensis","Asteraceae","Chenopodiaceae","Plantago.lanceoata","Anthemis.typ","Hypolepis.rugolosa","Gymnogramm","Lycopodium.magellanica","Lycopodium.insulare","Polypodiace","Vittaria.vittaroides","Ophioglossum","Hymenophyllum","Polypodium","Sporkapsel","Cal_yrs_BP","min","max"
"11",0.495436766623207,0.000651890482398957,0.121903520208605,0.0286831812255541,0.000651890482398957,0,0.0045632333767927,0,0,0,0,0,0,0,0,0,0.341590612777053,0.000651890482398957,0,0,0.000651890482398957,0.00521512385919166,155,NA,NA
"12",0.521045918367347,0.00191326530612245,0.0854591836734694,0.017219387755102,0.00510204081632653,0.00255102040816327,0.00191326530612245,0.00191326530612245,0,0,0,0,0.000637755102040816,0.00127551020408163,0.000637755102040816,0,0.354591836734694,0.00127551020408163,0,0.000637755102040816,0.00255102040816327,0.00127551020408163,178,NA,NA
"13",0.460942158616577,0.00119260584376863,0.0757304710793083,0.0322003577817531,0.0232558139534884,0,0.00238521168753727,0,0,0,0,0,0.000596302921884317,0.00119260584376863,0.00119260584376863,0,0.387000596302922,0.00119260584376863,0,0.000596302921884317,0.011329755515802,0.00119260584376863,201,NA,NA
"14",0.408394781622235,0.000567214974475326,0.026091888825865,0.113442994895065,0.0147475893363585,0,0.00170164492342598,0.000567214974475326,0,0,0,0,0.000567214974475326,0,0,0,0.425411230856495,0,0,0,0.00453771979580261,0.00397050482132728,225,NA,NA
"15",0.500566251415629,0,0.0243488108720272,0.0203850509626274,0.0152887882219706,0.00113250283125708,0,0.00113250283125708,0,0,0,0,0,0,0,0.00113250283125708,0.427519818799547,0.000566251415628539,0,0,0,0.00792751981879955,250,NA,NA
"16",0.551090700344432,0,0.00975889781859931,0.013203214695752,0,0,0,0,0,0,0,0,0.000574052812858783,0,0,0,0.417910447761194,0.000574052812858783,0,0,0.00229621125143513,0.00459242250287027,269,NA,NA
"17",0.429441062534588,0,0.00442722744881018,0.117874930824571,0,0.00110680686220255,0.00110680686220255,0,0,0,0,0,0.000553403431101273,0,0,0,0.438848920863309,0,0,0,0,0.00664084117321527,287,NA,NA
"18",0.599033816425121,0,0.0036231884057971,0.00120772946859903,0,0,0,0,0,0,0,0,0,0.000603864734299517,0,0,0.373188405797101,0,0,0,0.00301932367149758,0.0193236714975845,518,NA,NA
"19",0.523168103448276,0,0.00700431034482759,0.00538793103448276,0,0,0,0,0,0.00323275862068966,0,0,0,0,0,0,0.446120689655172,0,0,0,0,0.0150862068965517,588,NA,NA
"20",0.546955036994878,0,0.0147979510529311,0.00626067159931702,0,0,0.000569151963574274,0,0,0,0,0,0,0,0,0,0.426294820717132,0,0,0,0,0.00512236767216847,657,NA,NA
"21",0.558790593505039,0,0.00111982082866741,0,0,0,0,0,0,0,0,0,0.000559910414333707,0,0,0,0.419372900335946,0,0,0,0,0.0201567749160134,736,NA,NA
"22",0.5631013016412,0,0.00113186191284663,0.00113186191284663,0,0,0,0,0,0,0,0,0,0,0,0,0.425014148273911,0,0,0,0,0.00962082625919638,889,NA,NA
"23",0.548203080433542,0,0.0193953223046206,0.00342270393610953,0,0,0,0,0,0,0,0,0.00114090131203651,0,0,0,0.42156303479749,0,0,0,0,0.0062749572162008,965,NA,NA
"24",0.381836945304438,0,0.00515995872033024,0.129514963880289,0,0,0,0,0,0,0,0,0,0,0,0,0.470588235294118,0,0,0,0,0.0128998968008256,1020,NA,NA
"25",0.536405005688282,0,0.00341296928327645,0.0261660978384528,0.00113765642775882,0,0,0,0,0.00227531285551763,0,0,0,0,0,0,0.415813424345848,0,0,0,0.000568828213879408,0.0142207053469852,1068,NA,NA
"26",0.510084580351334,0,0.00195185426154847,0.138581652569941,0,0,0,0,0,0,0,0,0.00195185426154847,0,0,0,0.345478204294079,0.000650618087182824,0,0,0.000650618087182824,0.000650618087182824,1117,NA,NA
"27",0.510980966325037,0,0.00292825768667643,0.197657393850659,0,0.00146412884333821,0.0175695461200586,0,0,0.00146412884333821,0,0,0,0,0,0,0.267935578330893,0,0,0,0,0,1213.5,NA,NA
"28",0.638342696629214,0,0.0126404494382022,0.0512640449438202,0,0,0,0,0,0,0,0,0,0,0,0,0.273174157303371,0,0,0,0,0.0245786516853933,1302,NA,NA
"29",0.532309660908509,0,0.00383877159309021,0.0978886756238004,0,0.000639795265515035,0.000639795265515035,0.000639795265515035,0,0.00447856685860525,0,0,0.000639795265515035,0,0,0,0.351887396033269,0,0,0,0,0.00703774792066539,1402,NA,NA
"30",0.626923076923077,0.000641025641025641,0.000641025641025641,0.0121794871794872,0,0,0,0,0,0,0,0,0,0,0,0,0.352564102564103,0,0,0,0,0.00705128205128205,1490,NA,NA
"31",0.564469914040115,0,0.00573065902578797,0.00343839541547278,0,0,0,0,0,0,0,0,0,0,0,0,0.425787965616046,0,0,0,0,0.000573065902578797,1589,NA,NA
"32",0.541501976284585,0,0.012987012987013,0.00903444381705251,0.00112930547713156,0,0,0,0,0,0,0,0,0,0,0,0.434782608695652,0.000564652738565782,0,0,0,0,2360,NA,NA
