"","Phylica.arboreae","Empetrum.robrum","Cyperaceae","Graminae","Umbelliferae","Acena","Nertera","Callitriche","Ranunculaceae","Asteraceae","Chenopodiaceae","Rumex.frutecsens","Indet..Pollen.typ.Y.","Indet.Tricolpate","Plantago.maritima.Type","Nothofagus","Polypodiaceae","Hymenophyllum","Hypolepis.rugulosa","Lycopodium.insulare","Vittaria.vittaroides","Histiopteris","Cal_yrs_BP","min","max"
"92",0.00396432111000991,0,0.935579781962339,0.0109018830525273,0.0386521308225966,0,0,0.00396432111000991,0,0,0,0,0,0,0,0,0.00693756194251734,0,0,0,0,0,9127,NA,NA
"93",0.00657276995305164,0,0.56056338028169,0.0253521126760563,0.308920187793427,0.00187793427230047,0,0.0338028169014085,0.00187793427230047,0,0,0,0,0,0,0,0.0450704225352113,0.00375586854460094,0,0.0122065727699531,0,0,9289.5,NA,NA
"94",0.0149114631873253,0,0.542404473438956,0.0205032618825722,0.136067101584343,0.00279589934762349,0.000931966449207829,0.207828518173346,0,0.0065237651444548,0,0,0,0,0,0,0.0633737185461323,0,0,0.00465983224603914,0,0,9450,NA,NA
"95",0.0104961832061069,0,0.587786259541985,0.0229007633587786,0.20324427480916,0.000954198473282443,0.000954198473282443,0.124045801526718,0,0.00286259541984733,0,0,0,0,0,0,0.0458015267175573,0,0,0,0.000954198473282443,0,9636.5,NA,NA
"96",0.00389483933787731,0,0.844206426484908,0.00584225900681597,0.118792599805258,0,0,0.000973709834469328,0,0,0,0,0,0,0,0,0.0262901655306719,0,0,0,0,0,9691,NA,NA
"97",0,0,0.601161665053243,0.0387221684414327,0.28944820909971,0,0.00580832526621491,0.0329138431752178,0,0,0,0,0,0,0,0,0.031945788964182,0,0,0,0,0,9832.5,NA,NA
"98",0.0105465004793864,0,0.442953020134228,0.0421860019175455,0.457334611697028,0,0,0.00383509108341323,0,0.000958772770853308,0,0,0,0,0,0,0.0412272291466922,0,0,0.000958772770853308,0,0,9979.5,NA,NA
"99",0.0462328767123288,0,0.448630136986301,0.0419520547945205,0.0847602739726027,0.00171232876712329,0.000856164383561644,0.221746575342466,0,0.00941780821917808,0,0,0,0,0,0,0.143835616438356,0.000856164383561644,0,0,0,0,10149,NA,NA
"100",0,0,0.991017964071856,0.00598802395209581,0,0,0,0.000998003992015968,0,0,0,0,0,0,0,0,0.00199600798403194,0,0,0,0,0,10220,NA,NA
"101",0.003996003996004,0,0.992007992007992,0.003996003996004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10372.5,NA,NA
"102",0,0,0.981132075471698,0.00893743793445879,0,0,0,0.00099304865938431,0,0,0,0,0,0,0,0,0.00794438927507448,0,0,0.00099304865938431,0,0,10506,NA,NA
