"","Alnus","Cecropia.type","Celtis","Cupressaceae","Eryngium","Fraxinus.excelsior.type","Hedyosmum.type","Juglans","Montia","Moraceae","Morus.alba.type","Myrica","Myrsinaceae","Plantago.lanceolata.type","Platanus","Podocarpus","Quercus","Salix","Thalictrum","Weinmannia.type","Acacia","Acnistus.ellipticus","Bursera.graveolens.s.l.","Caesalpiniaceae","Cassia.type","Castela.galapageia","Casuarina","Chiococca.alba","Cinchona.pubescens","Cinchona.pubescens.stomata","Cordia","Croton.scouleri","Cryptocarpus.pyriformis","Dodonaea.viscosa","Hippomane.mancinella","Lantana.peduncularis","Lycium","Miconia.robinsoniana","Parkinsonia.aculeata","Pernettya.howellii","Phoradendron.henslowii","Piscidia.carthagenensis","Pisonia.floribunda","Prosopis.juliflora","Psidium.galapageium","Psidium.guajava","Psychotria.rufipes","Rhizophora.mangle","Rubus","Sapindaceae","Scalesia","Scutia.spicata.var..pauciflora","Tournefortia.pubescens.T..rufo.sericea","Trema","Zanthoxylum.fagara","Acalypha..P3.","Acalypha.type..P4.large.","Ageratum.conyzoides","Alternanthera","Amaranthus","Ambrosia","Apium","Bastardia.viscosa","Bidens.type","Borreria.dispersa.type","Borreria.laevis.type","Brickellia.diffusa","Cardiospermum","Ceratophyllum.spine","cf..Grabowskia","cf..Hedera","Chamaesyce","Chenopodiaceae.type","Chrysanthellum.type","Cissampelos","Commelina","Compositae.Subfam..Asteroideae","Crotalaria.type","Cruciferae","Cuphea.carthagenensis","Desmodium.type","Drymaria","Euphorbia","Evolvulus","Fleurya.aestuans","Galium","Gnaphalium.type","Gomphrena","Gramineae","Heliotropium","Hibiscus.diversifolius.type","Hypericum.uliginosum","Hypoxis.decumbens","Hyptis","Jaegeria.gracilis","Justicia.galapagana","Lantana.peduncularis.1","Lindernia","Ludwigia","Mecardonia.dianthera","Mentzelia.aspera","Papilionaceae","Papilionaceae..small.round.pores.","Phyllanthus","Phyllanthus.carolinianus","Physalis","Pilea.baurii","Plantago","Pollen..indet..","Pollen..tetracolpate.short.colpi.","Pollen..tricolpate.psilate.small.","Pollen..tricolpate.short.colpi.","Pollen..tricolporate.fine.reticulum.","Pollen..tricolporate.short.colpi.","Pollen..tricolporate.small.scabrate.","Pollen..tricolporate.small.smooth.","Polygonum.Sect..Persicaria","Portulacaceae","Ranunculus.Subgen..Batrachium","Rumex.type","Salvia","Sida","Sisyrinchium.galapagense","Solanaceae","Solanum.americanum.type","Solanum.type","Urtica.type","Utricularia","Verbena.littoralis.type","Vigna.luteola","Cyperaceae","Cal_yrs_BP","min","max"
"...66","4.975124e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.990050e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.975124e-03","2.487562e-02","0.000000e+00","0.000000e+00","1.990050e-02","0.000000e+00","9.950249e-03","0.000000e+00","0.000000e+00","0.000000e+00","8.457711e-02","0.000000e+00","0.000000e+00","0.000000e+00","2.487562e-02","0.000000e+00","0.000000e+00","0.000000e+00","4.975124e-03","0.000000e+00","0.000000e+00","4.975124e-03","0.000000e+00","1.492537e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.472637e-02","0.000000e+00","0.000000e+00","0.000000e+00","2.985075e-02","5.472637e-02","4.975124e-03","2.985075e-02","1.990050e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.950249e-03","0.000000e+00","1.990050e-02","3.482587e-02","9.950249e-03","4.950495e-03","0.000000e+00","1.641791e-01","3.980100e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.950249e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.477612e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.990050e-02","0.000000e+00","0.000000e+00","4.975124e-03","4.975124e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.492537e-02","0.000000e+00","4.477612e-02","0.000000e+00","1.542289e-01","0.000000e+00","4.975124e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.975124e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.181435e-01","3.927000e+03",NA,NA
"...67","0.000000e+00","0.000000e+00","0.000000e+00","6.134969e-03","6.134969e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.134969e-03","0.000000e+00","6.134969e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.907975e-02","0.000000e+00","6.134969e-03","0.000000e+00","0.000000e+00","1.226994e-02","0.000000e+00","0.000000e+00","0.000000e+00","9.202454e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.134969e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.840491e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.226994e-02","0.000000e+00","0.000000e+00","0.000000e+00","1.840491e-02","1.840491e-02","0.000000e+00","1.901840e-01","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.134969e-03","0.000000e+00","6.134969e-03","6.097561e-03","0.000000e+00","0.000000e+00","6.134969e-03","0.000000e+00","6.134969e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.134969e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.134969e-03","0.000000e+00","2.760736e-01","0.000000e+00","0.000000e+00","1.226994e-02","0.000000e+00","0.000000e+00","8.588957e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.453988e-02","0.000000e+00","7.975460e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.134969e-03","1.840491e-02","0.000000e+00","1.226994e-02","5.000000e-01","4.006000e+03",NA,NA
"...68","0.000000e+00","4.524887e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.049774e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.049774e-03","4.524887e-03","0.000000e+00","4.524887e-03","0.000000e+00","0.000000e+00","4.524887e-03","2.714932e-02","0.000000e+00","9.049774e-03","4.524887e-03","0.000000e+00","9.049774e-03","0.000000e+00","0.000000e+00","4.524887e-03","5.882353e-02","0.000000e+00","0.000000e+00","4.524887e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.524887e-03","9.049774e-03","0.000000e+00","1.809955e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.357466e-02","0.000000e+00","0.000000e+00","0.000000e+00","2.714932e-02","1.131222e-01","0.000000e+00","8.144796e-02","9.049774e-03","1.809955e-02","0.000000e+00","0.000000e+00","4.524887e-03","9.049774e-03","0.000000e+00","9.049774e-03","9.049774e-03","0.000000e+00","6.359143e-01","0.000000e+00","0.000000e+00","9.049774e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.524887e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.524887e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.049774e-03","0.000000e+00","1.312217e-01","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.429864e-02","0.000000e+00","0.000000e+00","2.262443e-02","4.524887e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.524887e-03","0.000000e+00","3.167421e-02","0.000000e+00","9.049774e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.049774e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.357466e-02","0.000000e+00","0.000000e+00","1.312217e-01","0.000000e+00","0.000000e+00","8.036404e-01","4.084000e+03",NA,NA
"...69","0.000000e+00","6.060606e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.818182e-02","1.212121e-02","6.060606e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.060606e-03","0.000000e+00","0.000000e+00","0.000000e+00","6.666667e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.060606e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.212121e-02","0.000000e+00","6.060606e-03","0.000000e+00","0.000000e+00","0.000000e+00","6.060606e-03","0.000000e+00","0.000000e+00","0.000000e+00","6.060606e-03","5.454545e-02","0.000000e+00","9.090909e-02","6.060606e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.212121e-02","0.000000e+00","6.060606e-03","1.818182e-02","0.000000e+00","1.081081e-01","0.000000e+00","0.000000e+00","1.212121e-02","6.060606e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.060606e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.181818e-01","0.000000e+00","0.000000e+00","0.000000e+00","6.060606e-03","0.000000e+00","1.030303e-01","0.000000e+00","0.000000e+00","0.000000e+00","2.424242e-02","6.060606e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.090909e-01","0.000000e+00","8.484848e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.060606e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.818182e-02","0.000000e+00","0.000000e+00","6.060606e-02","0.000000e+00","0.000000e+00","6.871166e-01","4.163000e+03",NA,NA
"...70","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.805054e-02","7.220217e-03","0.000000e+00","0.000000e+00","3.610108e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.137184e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.610108e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.805054e-02","0.000000e+00","0.000000e+00","0.000000e+00","3.610108e-03","3.249097e-02","0.000000e+00","1.480144e-01","3.610108e-03","7.220217e-03","0.000000e+00","7.220217e-03","0.000000e+00","1.444043e-02","0.000000e+00","7.220217e-03","3.610108e-03","0.000000e+00","3.819444e-02","0.000000e+00","0.000000e+00","3.610108e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.805054e-02","0.000000e+00","0.000000e+00","0.000000e+00","3.610108e-03","0.000000e+00","7.220217e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.220217e-03","0.000000e+00","2.599278e-01","3.610108e-03","0.000000e+00","3.610108e-03","3.610108e-03","0.000000e+00","1.805054e-01","0.000000e+00","0.000000e+00","0.000000e+00","5.054152e-02","0.000000e+00","0.000000e+00","0.000000e+00","3.610108e-03","0.000000e+00","3.610108e-02","0.000000e+00","6.859206e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.220217e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.610108e-03","0.000000e+00","0.000000e+00","5.801105e-01","4.242000e+03",NA,NA
"...71","7.194245e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.597122e-03","3.597122e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.079137e-02","3.597122e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.194245e-03","0.000000e+00","0.000000e+00","3.597122e-03","2.158273e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.597122e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.597122e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.158273e-02","0.000000e+00","1.762590e-01","3.597122e-03","1.079137e-02","0.000000e+00","0.000000e+00","0.000000e+00","3.597122e-03","3.597122e-03","2.158273e-02","3.597122e-03","0.000000e+00","1.418440e-02","0.000000e+00","0.000000e+00","1.798561e-02","0.000000e+00","3.597122e-03","0.000000e+00","1.438849e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.158273e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.597122e-03","0.000000e+00","2.589928e-01","0.000000e+00","0.000000e+00","3.597122e-03","7.194245e-03","0.000000e+00","1.798561e-01","0.000000e+00","0.000000e+00","0.000000e+00","5.395683e-02","0.000000e+00","0.000000e+00","0.000000e+00","7.194245e-03","0.000000e+00","4.676259e-02","0.000000e+00","2.877698e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.438849e-02","0.000000e+00","7.194245e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.798561e-02","0.000000e+00","0.000000e+00","6.233766e-01","4.320000e+03",NA,NA
"...72","7.968127e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.984064e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.968127e-03","0.000000e+00","3.984064e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.187251e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.984064e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.984064e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.984064e-03","1.195219e-02","0.000000e+00","1.195219e-01","3.984064e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.390438e-02","0.000000e+00","0.000000e+00","9.057971e-02","0.000000e+00","0.000000e+00","3.984064e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.984064e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.992032e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.984064e-03","0.000000e+00","2.390438e-01","0.000000e+00","0.000000e+00","0.000000e+00","3.984064e-03","0.000000e+00","2.111554e-01","0.000000e+00","0.000000e+00","0.000000e+00","1.035857e-01","0.000000e+00","0.000000e+00","0.000000e+00","7.968127e-03","0.000000e+00","4.780876e-02","0.000000e+00","5.179283e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.992032e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.179283e-02","3.984064e-03","0.000000e+00","6.443570e-01","4.435000e+03",NA,NA
"...73","2.531646e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.531646e-03","2.531646e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.531646e-03","1.012658e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.531646e-03","0.000000e+00","0.000000e+00","0.000000e+00","2.025316e-02","2.531646e-03","0.000000e+00","0.000000e+00","0.000000e+00","7.594937e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.063291e-03","0.000000e+00","5.063291e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.594937e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.518987e-02","2.531646e-02","0.000000e+00","1.468354e-01","7.594937e-03","2.531646e-03","0.000000e+00","2.531646e-03","0.000000e+00","0.000000e+00","2.531646e-03","1.772152e-02","0.000000e+00","0.000000e+00","3.892944e-02","0.000000e+00","0.000000e+00","7.594937e-03","7.594937e-03","0.000000e+00","0.000000e+00","1.772152e-02","0.000000e+00","0.000000e+00","0.000000e+00","7.594937e-03","0.000000e+00","1.265823e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.594937e-03","0.000000e+00","2.455696e-01","0.000000e+00","2.531646e-03","0.000000e+00","2.531646e-03","0.000000e+00","2.202532e-01","0.000000e+00","0.000000e+00","0.000000e+00","2.025316e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.037975e-02","0.000000e+00","7.341772e-02","0.000000e+00","2.531646e-03","2.531646e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.012658e-02","0.000000e+00","2.531646e-03","0.000000e+00","0.000000e+00","0.000000e+00","2.531646e-03","0.000000e+00","2.531646e-03","0.000000e+00","2.531646e-03","1.772152e-02","5.063291e-03","5.063291e-03","4.490323e-01","4.555000e+03",NA,NA
"...74","6.557377e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.278689e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.557377e-03","3.278689e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.557377e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.606557e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.278689e-03","0.000000e+00","6.557377e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.557377e-03","0.000000e+00","0.000000e+00","0.000000e+00","6.557377e-03","1.639344e-02","0.000000e+00","1.639344e-01","3.278689e-03","3.278689e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.278689e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.929260e-02","0.000000e+00","0.000000e+00","0.000000e+00","6.557377e-03","0.000000e+00","0.000000e+00","6.557377e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.311475e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.311475e-02","0.000000e+00","2.524590e-01","0.000000e+00","0.000000e+00","6.557377e-03","3.278689e-03","0.000000e+00","1.672131e-01","0.000000e+00","0.000000e+00","0.000000e+00","7.213115e-02","0.000000e+00","0.000000e+00","0.000000e+00","3.278689e-03","0.000000e+00","6.229508e-02","0.000000e+00","5.573770e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.950820e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.278689e-03","0.000000e+00","0.000000e+00","2.950820e-02","0.000000e+00","0.000000e+00","5.233786e-01","4.675000e+03",NA,NA
"...75","7.782101e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-03","3.891051e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.501946e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.782101e-03","0.000000e+00","3.891051e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.945525e-02","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-03","1.167315e-02","0.000000e+00","2.062257e-01","3.891051e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.723735e-02","0.000000e+00","0.000000e+00","3.875969e-03","0.000000e+00","0.000000e+00","7.782101e-03","3.891051e-03","0.000000e+00","0.000000e+00","3.891051e-03","0.000000e+00","0.000000e+00","0.000000e+00","7.782101e-03","0.000000e+00","1.167315e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.782101e-03","0.000000e+00","2.723735e-01","0.000000e+00","0.000000e+00","3.891051e-03","0.000000e+00","0.000000e+00","2.101167e-01","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-03","0.000000e+00","5.058366e-02","0.000000e+00","4.669261e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.167315e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.891051e-03","0.000000e+00","0.000000e+00","7.782101e-03","0.000000e+00","7.782101e-03","3.912176e-01","4.795000e+03",NA,NA
"...76","0.000000e+00","0.000000e+00","1.876173e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.876173e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","5.628518e-03","1.876173e-03","0.000000e+00","0.000000e+00","1.876173e-03","0.000000e+00","3.752345e-03","0.000000e+00","0.000000e+00","0.000000e+00","2.439024e-02","0.000000e+00","1.876173e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.752345e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.876173e-03","9.380863e-03","0.000000e+00","1.500938e-01","5.628518e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.876173e-03","0.000000e+00","2.251407e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.504690e-03","0.000000e+00","1.876173e-03","0.000000e+00","3.752345e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.876173e-03","1.876173e-03","9.380863e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.876173e-02","0.000000e+00","2.983114e-01","0.000000e+00","0.000000e+00","5.628518e-03","1.876173e-03","0.000000e+00","1.388368e-01","0.000000e+00","0.000000e+00","0.000000e+00","1.444653e-01","0.000000e+00","0.000000e+00","3.752345e-03","0.000000e+00","0.000000e+00","4.127580e-02","7.504690e-03","2.814259e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.063790e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.752345e-03","3.752345e-03","0.000000e+00","0.000000e+00","1.688555e-02","1.876173e-03","0.000000e+00","1.324921e-01","4.915000e+03",NA,NA
