"","Alnus","Cecropia.type","Celtis","Cupressaceae","Eryngium","Fraxinus.excelsior.type","Hedyosmum.type","Juglans","Montia","Moraceae","Morus.alba.type","Myrica","Myrsinaceae","Plantago.lanceolata.type","Platanus","Podocarpus","Quercus","Salix","Thalictrum","Weinmannia.type","Acacia","Acnistus.ellipticus","Bursera.graveolens.s.l.","Caesalpiniaceae","Cassia.type","Castela.galapageia","Casuarina","Chiococca.alba","Cinchona.pubescens","Cinchona.pubescens.stomata","Cordia","Croton.scouleri","Cryptocarpus.pyriformis","Dodonaea.viscosa","Hippomane.mancinella","Lantana.peduncularis","Lycium","Miconia.robinsoniana","Parkinsonia.aculeata","Pernettya.howellii","Phoradendron.henslowii","Piscidia.carthagenensis","Pisonia.floribunda","Prosopis.juliflora","Psidium.galapageium","Psidium.guajava","Psychotria.rufipes","Rhizophora.mangle","Rubus","Sapindaceae","Scalesia","Scutia.spicata.var..pauciflora","Tournefortia.pubescens.T..rufo.sericea","Trema","Zanthoxylum.fagara","Acalypha..P3.","Acalypha.type..P4.large.","Ageratum.conyzoides","Alternanthera","Amaranthus","Ambrosia","Apium","Bastardia.viscosa","Bidens.type","Borreria.dispersa.type","Borreria.laevis.type","Brickellia.diffusa","Cardiospermum","Ceratophyllum.spine","cf..Grabowskia","cf..Hedera","Chamaesyce","Chenopodiaceae.type","Chrysanthellum.type","Cissampelos","Commelina","Compositae.Subfam..Asteroideae","Crotalaria.type","Cruciferae","Cuphea.carthagenensis","Desmodium.type","Drymaria","Euphorbia","Evolvulus","Fleurya.aestuans","Galium","Gnaphalium.type","Gomphrena","Gramineae","Heliotropium","Hibiscus.diversifolius.type","Hypericum.uliginosum","Hypoxis.decumbens","Hyptis","Jaegeria.gracilis","Justicia.galapagana","Lantana.peduncularis.1","Lindernia","Ludwigia","Mecardonia.dianthera","Mentzelia.aspera","Papilionaceae","Papilionaceae..small.round.pores.","Phyllanthus","Phyllanthus.carolinianus","Physalis","Pilea.baurii","Plantago","Pollen..indet..","Pollen..tetracolpate.short.colpi.","Pollen..tricolpate.psilate.small.","Pollen..tricolpate.short.colpi.","Pollen..tricolporate.fine.reticulum.","Pollen..tricolporate.short.colpi.","Pollen..tricolporate.small.scabrate.","Pollen..tricolporate.small.smooth.","Polygonum.Sect..Persicaria","Portulacaceae","Ranunculus.Subgen..Batrachium","Rumex.type","Salvia","Sida","Sisyrinchium.galapagense","Solanaceae","Solanum.americanum.type","Solanum.type","Urtica.type","Utricularia","Verbena.littoralis.type","Vigna.luteola","Cyperaceae","Cal_yrs_BP","min","max"
"...25","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.759398e-03","1.503759e-02","0.000000e+00","3.759398e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.135338e-02","0.000000e+00","3.759398e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.759398e-03","0.000000e+00","1.503759e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.879699e-02","0.000000e+00","0.000000e+00","0.000000e+00","7.518797e-03","4.511278e-02","0.000000e+00","8.270677e-02","3.759398e-03","3.759398e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.518797e-03","1.127820e-02","0.000000e+00","0.000000e+00","2.944297e-01","0.000000e+00","0.000000e+00","7.518797e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.759398e-03","0.000000e+00","0.000000e+00","0.000000e+00","7.518797e-03","0.000000e+00","1.127820e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.007519e-01","3.759398e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.165414e-01","0.000000e+00","0.000000e+00","0.000000e+00","1.015038e-01","0.000000e+00","0.000000e+00","0.000000e+00","3.759398e-03","0.000000e+00","3.007519e-02","0.000000e+00","1.127820e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.759398e-03","0.000000e+00","3.759398e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.759398e-03","0.000000e+00","0.000000e+00","1.240602e-01","0.000000e+00","0.000000e+00","4.990758e-01","2.287000e+03",NA,NA
"...26","6.329114e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.329114e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.430380e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.962025e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.797468e-02","6.329114e-03","1.265823e-02","1.265823e-02","0.000000e+00","0.000000e+00","1.265823e-02","0.000000e+00","0.000000e+00","0.000000e+00","3.164557e-02","6.962025e-02","6.329114e-03","2.531646e-02","2.531646e-02","1.265823e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.329114e-03","6.329114e-03","0.000000e+00","8.492366e-01","0.000000e+00","0.000000e+00","6.329114e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.329114e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.898734e-01","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.164557e-02","0.000000e+00","0.000000e+00","0.000000e+00","8.860759e-02","0.000000e+00","0.000000e+00","0.000000e+00","1.898734e-02","0.000000e+00","3.797468e-02","0.000000e+00","8.860759e-02","0.000000e+00","0.000000e+00","6.329114e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.329114e-03","0.000000e+00","1.265823e-02","1.139241e-01","0.000000e+00","0.000000e+00","7.240854e-01","2.351000e+03",NA,NA
"...27","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.787879e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.787879e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.409091e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.787879e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.787879e-03","1.212121e-01","0.000000e+00","6.439394e-02","7.575758e-03","7.575758e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.787879e-03","0.000000e+00","1.515152e-02","1.136364e-02","3.787879e-03","5.975610e-01","0.000000e+00","0.000000e+00","3.787879e-03","3.787879e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.787879e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.787879e-03","0.000000e+00","3.636364e-01","0.000000e+00","0.000000e+00","0.000000e+00","7.575758e-03","0.000000e+00","6.060606e-02","0.000000e+00","0.000000e+00","0.000000e+00","8.333333e-02","0.000000e+00","0.000000e+00","0.000000e+00","3.787879e-03","0.000000e+00","3.409091e-02","0.000000e+00","4.166667e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.787879e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.787879e-03","0.000000e+00","0.000000e+00","9.848485e-02","0.000000e+00","0.000000e+00","4.285714e-01","2.415000e+03",NA,NA
"...28","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.118644e-02","0.000000e+00","0.000000e+00","4.237288e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.237288e-03","3.813559e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.237288e-03","0.000000e+00","8.474576e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.237288e-03","0.000000e+00","0.000000e+00","0.000000e+00","8.474576e-03","8.898305e-02","0.000000e+00","6.779661e-02","0.000000e+00","8.474576e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.237288e-03","8.474576e-03","0.000000e+00","3.480663e-01","0.000000e+00","0.000000e+00","4.237288e-03","0.000000e+00","0.000000e+00","0.000000e+00","8.474576e-03","0.000000e+00","0.000000e+00","0.000000e+00","8.474576e-03","0.000000e+00","4.237288e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.271186e-02","0.000000e+00","3.686441e-01","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.144068e-01","0.000000e+00","0.000000e+00","0.000000e+00","9.322034e-02","0.000000e+00","0.000000e+00","0.000000e+00","8.474576e-03","0.000000e+00","8.474576e-03","0.000000e+00","8.474576e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.237288e-03","0.000000e+00","0.000000e+00","8.474576e-02","0.000000e+00","0.000000e+00","4.220624e-01","2.479000e+03",NA,NA
"...29","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.508772e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.508772e-03","1.403509e-02","0.000000e+00","3.508772e-03","0.000000e+00","0.000000e+00","3.508772e-03","0.000000e+00","0.000000e+00","0.000000e+00","5.964912e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.052632e-02","0.000000e+00","3.508772e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.508772e-03","1.017544e-01","0.000000e+00","6.315789e-02","7.017544e-03","1.052632e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.017544e-03","7.017544e-03","0.000000e+00","7.094801e-01","0.000000e+00","0.000000e+00","0.000000e+00","3.508772e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.543860e-01","0.000000e+00","0.000000e+00","0.000000e+00","7.017544e-03","0.000000e+00","8.070175e-02","0.000000e+00","0.000000e+00","0.000000e+00","7.017544e-02","0.000000e+00","0.000000e+00","3.508772e-03","0.000000e+00","0.000000e+00","1.403509e-02","3.508772e-03","3.157895e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.017544e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.508772e-03","1.192982e-01","0.000000e+00","0.000000e+00","5.224806e-01","2.543000e+03",NA,NA
"...30","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.533569e-03","0.000000e+00","3.533569e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.120141e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.533569e-03","0.000000e+00","0.000000e+00","0.000000e+00","2.120141e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.533569e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.766784e-02","0.000000e+00","3.533569e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.067138e-03","0.000000e+00","0.000000e+00","3.533569e-03","1.413428e-02","1.272085e-01","3.533569e-03","5.300353e-02","1.060071e-02","7.067138e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.067138e-03","0.000000e+00","0.000000e+00","4.247967e-01","0.000000e+00","0.000000e+00","1.413428e-02","7.067138e-03","7.067138e-03","0.000000e+00","3.533569e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.533569e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.533569e-03","0.000000e+00","2.791519e-01","0.000000e+00","0.000000e+00","3.533569e-03","0.000000e+00","0.000000e+00","9.187279e-02","0.000000e+00","0.000000e+00","0.000000e+00","8.480565e-02","3.533569e-03","0.000000e+00","3.533569e-03","0.000000e+00","0.000000e+00","3.533569e-02","0.000000e+00","4.946996e-02","0.000000e+00","0.000000e+00","3.533569e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.533569e-03","3.533569e-03","0.000000e+00","3.533569e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.060071e-02","3.533569e-03","3.533569e-03","6.360424e-02","0.000000e+00","3.533569e-03","4.661922e-01","2.607000e+03",NA,NA
"...31","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.115226e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.115226e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.646091e-02","0.000000e+00","0.000000e+00","4.115226e-03","0.000000e+00","8.230453e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.646091e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.115226e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.646091e-02","0.000000e+00","0.000000e+00","0.000000e+00","4.115226e-03","9.465021e-02","0.000000e+00","9.876543e-02","4.115226e-03","4.115226e-03","0.000000e+00","0.000000e+00","0.000000e+00","1.234568e-02","0.000000e+00","4.115226e-03","0.000000e+00","0.000000e+00","4.000000e-01","0.000000e+00","0.000000e+00","4.115226e-03","0.000000e+00","4.115226e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.115226e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.115226e-03","4.115226e-03","3.744856e-01","0.000000e+00","0.000000e+00","0.000000e+00","8.230453e-03","0.000000e+00","5.761317e-02","0.000000e+00","0.000000e+00","0.000000e+00","1.111111e-01","4.115226e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.115226e-03","0.000000e+00","3.292181e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.230453e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","8.230453e-02","0.000000e+00","0.000000e+00","3.814181e-01","2.633000e+03",NA,NA
"...32","0.000000e+00","4.761905e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.761905e-03","4.761905e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.428571e-02","0.000000e+00","0.000000e+00","4.761905e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.285714e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","9.523810e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.761905e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.190476e-02","0.000000e+00","6.666667e-02","9.523810e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.761905e-03","4.761905e-03","4.761905e-03","0.000000e+00","5.394737e-01","0.000000e+00","0.000000e+00","1.428571e-02","0.000000e+00","4.761905e-03","0.000000e+00","4.761905e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.761905e-03","0.000000e+00","1.904762e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.047619e-01","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.142857e-01","0.000000e+00","0.000000e+00","0.000000e+00","8.571429e-02","0.000000e+00","0.000000e+00","0.000000e+00","9.523810e-03","0.000000e+00","1.428571e-02","0.000000e+00","5.238095e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.761905e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","4.761905e-03","0.000000e+00","4.761905e-03","1.142857e-01","0.000000e+00","0.000000e+00","5.000000e-01","2.654000e+03",NA,NA
"...33","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.558719e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.491103e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.558719e-03","0.000000e+00","0.000000e+00","0.000000e+00","4.982206e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.558719e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.067616e-02","0.000000e+00","0.000000e+00","0.000000e+00","1.067616e-02","6.761566e-02","0.000000e+00","5.338078e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.117438e-03","0.000000e+00","0.000000e+00","4.853480e-01","0.000000e+00","0.000000e+00","3.558719e-03","3.558719e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.117438e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.736655e-01","0.000000e+00","0.000000e+00","0.000000e+00","1.423488e-02","0.000000e+00","7.473310e-02","0.000000e+00","0.000000e+00","0.000000e+00","8.896797e-02","0.000000e+00","0.000000e+00","3.558719e-03","0.000000e+00","0.000000e+00","2.135231e-02","0.000000e+00","4.982206e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.558719e-03","0.000000e+00","3.558719e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.117438e-03","3.558719e-03","0.000000e+00","1.067616e-01","0.000000e+00","0.000000e+00","5.180921e-01","2.697000e+03",NA,NA
"...34","7.662835e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.662835e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.831418e-03","7.662835e-03","0.000000e+00","3.831418e-03","3.831418e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.448276e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.831418e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.831418e-03","0.000000e+00","0.000000e+00","0.000000e+00","2.681992e-02","0.000000e+00","0.000000e+00","0.000000e+00","7.662835e-03","6.513410e-02","0.000000e+00","7.662835e-02","3.831418e-03","7.662835e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.831418e-03","0.000000e+00","0.000000e+00","5.305755e-01","0.000000e+00","0.000000e+00","1.149425e-02","1.532567e-02","0.000000e+00","0.000000e+00","3.831418e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.831418e-03","0.000000e+00","3.908046e-01","0.000000e+00","0.000000e+00","3.831418e-03","3.831418e-03","0.000000e+00","3.831418e-02","0.000000e+00","0.000000e+00","0.000000e+00","8.045977e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.065134e-02","0.000000e+00","3.065134e-02","0.000000e+00","3.831418e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.532567e-02","0.000000e+00","3.831418e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","7.662835e-03","8.429119e-02","3.831418e-03","0.000000e+00","4.878049e-01","2.718000e+03",NA,NA
"...35","1.016949e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.389831e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.389831e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.016949e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.389831e-03","0.000000e+00","0.000000e+00","0.000000e+00","3.050847e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.389831e-03","3.389831e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.694915e-02","0.000000e+00","0.000000e+00","0.000000e+00","3.389831e-03","8.813559e-02","0.000000e+00","7.457627e-02","6.779661e-03","3.389831e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","1.016949e-02","0.000000e+00","0.000000e+00","4.869565e-01","0.000000e+00","0.000000e+00","1.694915e-02","0.000000e+00","3.389831e-03","0.000000e+00","1.355932e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.779661e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","6.779661e-03","0.000000e+00","3.491525e-01","0.000000e+00","0.000000e+00","0.000000e+00","6.779661e-03","0.000000e+00","7.118644e-02","0.000000e+00","3.389831e-03","3.389831e-03","7.118644e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","2.033898e-02","0.000000e+00","3.050847e-02","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.389831e-03","0.000000e+00","3.389831e-03","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","0.000000e+00","3.389831e-03","0.000000e+00","3.389831e-03","1.118644e-01","0.000000e+00","0.000000e+00","4.764310e-01","2.739000e+03",NA,NA
